"file_id","input_path","output_path","score","Roll","q1","q2","q3","q4","q5","q6","q7","q9","q10","q11","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20"
"sheet1.jpg","inputs/sample1/MobileCamera/sheet1.jpg","outputs/sample1/MobileCamera/CheckedOMRs/MobileCamera_sheet1.jpg","0","E503110026","B","","D","B","6","11","20","16","B","D","D","C","D","A","D","B","A","C","C","D"
